timestamp,generation_Wh
2018-10-04 10:40,22
2018-10-04 10:45,19.5
2018-10-04 10:50,20
2018-10-04 10:55,20
2018-10-04 11:00,9.25
2018-10-04 11:05,6.66667
2018-10-04 11:10,6.66667
2018-10-04 11:15,9.41667
2018-10-04 11:20,11.4167
2018-10-04 11:25,11.4167
2018-10-04 11:30,6.5
2018-10-04 11:35,5.5
2018-10-04 11:40,5.5
2018-10-04 11:45,4.75
2018-10-04 11:50,5.16667
2018-10-04 11:55,5.16667
2018-10-04 12:00,6.91667
2018-10-04 12:05,8.58333
2018-10-04 12:10,8.58333
2018-10-04 12:15,7.08333
2018-10-04 12:20,7.58333
2018-10-04 12:25,7.58333
2018-10-04 12:30,12.9167
2018-10-04 12:35,15.9167
2018-10-04 12:40,15.9167
2018-10-04 12:45,9.08333
2018-10-04 12:50,7.5
2018-10-04 12:55,7.5
2018-10-04 13:00,7.5
2018-10-04 13:05,8.58333
2018-10-04 13:10,8.58333
2018-10-04 13:15,16.5833
2018-10-04 13:20,21.25
2018-10-04 13:25,21.25
2018-10-04 13:30,10.6667
2018-10-04 13:35,7.16667
2018-10-04 13:40,7.16667
2018-10-04 13:45,6.58333
2018-10-04 13:50,7.33333
2018-10-04 13:55,7.33333
2018-10-04 14:00,4.91667
2018-10-04 14:05,4.41667
2018-10-04 14:10,4.41667
2018-10-04 14:15,5.41667
2018-10-04 14:20,6.66667
2018-10-04 14:25,6.66667
2018-10-04 14:30,15.5
2018-10-04 14:35,21
2018-10-04 14:40,21
2018-10-04 14:45,19.6667
2018-10-04 14:50,20.4167
2018-10-04 14:55,20.4167
2018-10-04 15:00,11.5833
2018-10-04 15:05,8.33333
2018-10-04 15:10,8.33333
2018-10-04 15:15,10.4167
2018-10-04 15:20,12.5833
2018-10-04 15:25,12.5833
2018-10-04 15:30,10.4167
2018-10-04 15:35,10.3333
2018-10-04 15:40,10.3333
2018-10-04 15:45,6.08333
2018-10-04 15:50,4.33333
2018-10-04 15:55,4.33333
2018-10-04 16:00,2.58333
2018-10-04 16:05,1.83333
2018-10-04 16:10,1.83333
2018-10-04 16:15,1.5
2018-10-04 16:20,1.5
2018-10-04 16:25,1.5
2018-10-04 16:30,1.08333
2018-10-04 16:35,0.916667
2018-10-04 16:40,0.916667
2018-10-04 16:45,0.75
2018-10-04 16:50,0.666667
2018-10-04 16:55,0.666667
2018-10-04 17:00,0.583333
2018-10-04 17:05,0.583333
2018-10-04 17:10,0.583333
2018-10-04 17:15,0.5
2018-10-04 17:20,0.416667
2018-10-04 17:25,0.416667
2018-10-04 17:30,0.166667
2018-10-05 06:25,0
2018-10-05 06:30,0.0833333
2018-10-05 06:35,0.333333
2018-10-05 06:40,0.333333
2018-10-05 06:45,0.333333
2018-10-05 06:50,0.333333
2018-10-05 06:55,0.333333
2018-10-05 07:00,0.333333
2018-10-05 07:05,0.583333
2018-10-05 07:10,0.583333
2018-10-05 07:15,0.583333
2018-10-05 07:20,0.75
2018-10-05 07:25,0.75
2018-10-05 07:30,0.833333
2018-10-05 07:35,1.33333
2018-10-05 07:40,1.33333
2018-10-05 07:45,1.33333
2018-10-05 07:50,1.83333
2018-10-05 07:55,1.83333
2018-10-05 08:00,1.91667
2018-10-05 08:05,2.66667
2018-10-05 08:10,2.66667
2018-10-05 08:15,2.58333
2018-10-05 08:20,3.08333
2018-10-05 08:25,3.08333
2018-10-05 08:30,3.08333
2018-10-05 08:35,4.08333
2018-10-05 08:40,4.08333
2018-10-05 08:45,4.16667
2018-10-05 08:50,6.25
2018-10-05 08:55,6.25
2018-10-05 09:00,5.75
2018-10-05 09:05,6.33333
2018-10-05 09:10,6.33333
2018-10-05 09:15,5.66667
2018-10-05 09:20,5.75
2018-10-05 09:25,5.75
2018-10-05 09:30,5.33333
2018-10-05 09:35,7.5
2018-10-05 09:40,7.5
2018-10-05 09:45,6.66667
2018-10-05 09:50,7.16667
2018-10-05 09:55,7.16667
2018-10-05 10:00,6.66667
2018-10-05 10:05,8.58333
2018-10-05 10:10,8.58333
2018-10-05 10:15,8.16667
2018-10-05 10:20,10.3333
2018-10-05 10:25,10.3333
2018-10-05 10:30,9.5
2018-10-05 10:35,9.58333
2018-10-05 10:40,9.58333
2018-10-05 10:45,9.75
2018-10-05 10:50,13.4167
2018-10-05 10:55,13.4167
2018-10-05 11:00,12.0833
2018-10-05 11:05,10.9167
2018-10-05 11:10,10.9167
2018-10-05 11:15,9.83333
2018-10-05 11:20,9.16667
2018-10-05 11:25,9.16667
2018-10-05 11:30,8.66667
2018-10-05 11:35,10.4167
2018-10-05 11:40,10.4167
2018-10-05 11:45,9
2018-10-05 11:50,6
2018-10-05 11:55,6
2018-10-05 12:00,5.58333
2018-10-05 12:05,6.75
2018-10-05 12:10,6.75
2018-10-05 12:15,6.08333
2018-10-05 12:20,7.5
2018-10-05 12:25,7.5
2018-10-05 12:30,6.66667
2018-10-05 12:35,5.5
2018-10-05 12:40,5.5
2018-10-05 12:45,5.16667
2018-10-05 12:50,5.83333
2018-10-05 12:55,5.83333
2018-10-05 13:00,5.25
2018-10-05 13:05,4.08333
2018-10-05 13:10,4.08333
2018-10-05 13:15,3.83333
2018-10-05 13:20,4.41667
2018-10-05 13:25,4.41667
2018-10-05 13:30,4
2018-10-05 13:35,3.5
2018-10-05 13:40,3.5
2018-10-05 13:45,3.16667
2018-10-05 13:50,3.16667
2018-10-05 13:55,3.16667
2018-10-05 14:00,2.83333
2018-10-05 14:05,1.83333
2018-10-05 14:10,1.83333
2018-10-05 14:15,1.75
2018-10-05 14:20,2.08333
2018-10-05 14:25,2.08333
2018-10-05 14:30,2
2018-10-05 14:35,2.58333
2018-10-05 14:40,2.58333
2018-10-05 14:45,2.33333
2018-10-05 14:50,0.916667
2018-10-05 14:55,0.916667
2018-10-05 15:00,0.833333
2018-10-05 15:05,0.25
2018-10-05 15:10,0.25
2018-10-05 15:15,0.25
2018-10-05 15:20,0.166667
2018-10-05 15:25,0.166667
2018-10-05 15:30,0.166667
2018-10-05 15:35,0.0833333
2018-10-05 15:40,0.0833333
2018-10-05 15:45,0.0833333
2018-10-05 15:50,0.416667
2018-10-05 15:55,0.416667
2018-10-05 16:00,0.416667
2018-10-05 16:05,0.75
2018-10-05 16:10,0.75
2018-10-05 16:15,0.666667
2018-10-05 16:20,0.5
2018-10-05 16:25,0.5
2018-10-05 16:30,0.416667
2018-10-05 16:35,0.0833333
2018-10-05 16:40,0.0833333
2018-10-05 16:45,0.0833333
2018-10-05 16:50,0
2018-10-05 16:55,0
2018-10-05 17:00,0
2018-10-06 06:40,0.0833333
2018-10-06 06:45,0.0833333
2018-10-06 06:50,0.166667
2018-10-06 06:55,0.5
2018-10-06 07:00,0.5
2018-10-06 07:05,0.5
2018-10-06 07:10,0.5
2018-10-06 07:15,0.5
2018-10-06 07:20,0.583333
2018-10-06 07:25,0.583333
2018-10-06 07:30,0.583333
2018-10-06 07:35,0.666667
